"BillingCurrency","ContractCommitmentCategory","ContractCommitmentCost","ContractCommitmentDescription","ContractCommitmentId","ContractCommitmentPeriodEnd","ContractCommitmentPeriodStart","ContractCommitmentQuantity","ContractCommitmentType","ContractCommitmentUnit","ContractId","ContractPeriodEnd","ContractPeriodStart"
"USD","Usage",6479.699173,"ContractCommitmentDescription 3692","contractcommitment-876459","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2439.129466,"Reserved Instance","Hours","contract-447067","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",1863.869253,"ContractCommitmentDescription 8080","contractcommitment-514798","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",291.922743,"Committed Use Discount","Hours","contract-571413","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",7523.254954,"ContractCommitmentDescription 2025","contractcommitment-705393","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1017.520487,"Committed Use Discount","Hours","contract-483561","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",5277.150196,"ContractCommitmentDescription 6134","contractcommitment-725969","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3886.392609,"Savings Plan","Hours","contract-464825","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",9186.825798,"ContractCommitmentDescription 2388","contractcommitment-804758","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1339.477697,"Reserved Instance","Hours","contract-420214","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",4182.391062,"ContractCommitmentDescription 3258","contractcommitment-702727","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3837.099628,"Reserved Instance","Hours","contract-766371","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",1870.9858,"ContractCommitmentDescription 8389","contractcommitment-749498","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",536.112626,"Savings Plan","Hours","contract-608149","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",4091.343484,"ContractCommitmentDescription 9056","contractcommitment-535820","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7101.423728,"Savings Plan","Hours","contract-275377","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",2748.529183,"ContractCommitmentDescription 9808","contractcommitment-402692","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1682.089774,"Savings Plan","Hours","contract-676429","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",5420.433791,"ContractCommitmentDescription 1681","contractcommitment-896922","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7189.802411,"Committed Use Discount","Hours","contract-545807","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",3485.769768,"ContractCommitmentDescription 2425","contractcommitment-560398","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8652.904704,"Reserved Instance","Hours","contract-320073","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",7848.4931,"ContractCommitmentDescription 4390","contractcommitment-944565","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",593.578336,"Savings Plan","Hours","contract-394739","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",9523.973454,"ContractCommitmentDescription 9428","contractcommitment-812296","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8151.809059,"Reserved Instance","Hours","contract-162165","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",8284.818027,"ContractCommitmentDescription 7434","contractcommitment-613234","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1421.716331,"Committed Use Discount","Hours","contract-758309","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",4028.507733,"ContractCommitmentDescription 5558","contractcommitment-828449","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9363.361141,"Savings Plan","Hours","contract-611751","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",6348.405455,"ContractCommitmentDescription 6869","contractcommitment-991401","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",633.306861,"Committed Use Discount","Hours","contract-328411","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",3377.551552,"ContractCommitmentDescription 3139","contractcommitment-693643","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8524.225763,"Savings Plan","Hours","contract-148174","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",4565.18136,"ContractCommitmentDescription 8009","contractcommitment-312146","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9956.940687,"Reserved Instance","Hours","contract-266699","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",3718.437676,"ContractCommitmentDescription 3711","contractcommitment-154302","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3963.415669,"Savings Plan","Hours","contract-550081","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",1326.99792,"ContractCommitmentDescription 4705","contractcommitment-644676","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6799.827251,"Reserved Instance","Hours","contract-829386","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",2289.468675,"ContractCommitmentDescription 2463","contractcommitment-866260","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8059.568338,"Reserved Instance","Hours","contract-485416","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",684.116075,"ContractCommitmentDescription 1138","contractcommitment-739966","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6500.202132,"Savings Plan","Hours","contract-857524","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",8599.625246,"ContractCommitmentDescription 2420","contractcommitment-205345","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1400.131416,"Reserved Instance","Hours","contract-468611","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",2481.670272,"ContractCommitmentDescription 5668","contractcommitment-916808","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9412.792451,"Reserved Instance","Hours","contract-315425","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",3858.855748,"ContractCommitmentDescription 4949","contractcommitment-623850","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6380.823299,"Reserved Instance","Hours","contract-112653","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",3654.124628,"ContractCommitmentDescription 3830","contractcommitment-899776","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4710.14626,"Reserved Instance","Hours","contract-715895","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",9486.799969,"ContractCommitmentDescription 7520","contractcommitment-631219","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2864.878001,"Committed Use Discount","Hours","contract-904373","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",2774.677357,"ContractCommitmentDescription 6077","contractcommitment-182860","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5113.046983,"Reserved Instance","Hours","contract-662445","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",7299.583774,"ContractCommitmentDescription 4909","contractcommitment-160718","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2444.797537,"Savings Plan","Hours","contract-575394","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",7079.006071,"ContractCommitmentDescription 1185","contractcommitment-271790","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4964.129325,"Savings Plan","Hours","contract-642347","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",7329.358376,"ContractCommitmentDescription 2934","contractcommitment-908903","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8998.974266,"Savings Plan","Hours","contract-385192","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",5107.818794,"ContractCommitmentDescription 1908","contractcommitment-623879","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8593.597827,"Reserved Instance","Hours","contract-264951","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",440.379073,"ContractCommitmentDescription 1201","contractcommitment-356430","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",459.815299,"Savings Plan","Hours","contract-257375","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",2482.631834,"ContractCommitmentDescription 6241","contractcommitment-384434","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8259.969956,"Committed Use Discount","Hours","contract-225200","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",689.264378,"ContractCommitmentDescription 8620","contractcommitment-396020","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7735.274795,"Savings Plan","Hours","contract-190581","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",7395.759867,"ContractCommitmentDescription 4974","contractcommitment-586462","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3682.736277,"Savings Plan","Hours","contract-868043","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",5415.451999,"ContractCommitmentDescription 1157","contractcommitment-451291","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",14.620405,"Committed Use Discount","Hours","contract-990247","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",4920.288768,"ContractCommitmentDescription 1981","contractcommitment-249289","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7116.524747,"Reserved Instance","Hours","contract-342716","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",5054.277639,"ContractCommitmentDescription 7461","contractcommitment-178465","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5918.957633,"Reserved Instance","Hours","contract-794622","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",7007.256063,"ContractCommitmentDescription 6345","contractcommitment-433507","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4527.578523,"Reserved Instance","Hours","contract-312559","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",4495.667477,"ContractCommitmentDescription 6145","contractcommitment-526259","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1207.367371,"Savings Plan","Hours","contract-573869","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",8075.969047,"ContractCommitmentDescription 5984","contractcommitment-966529","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7047.04804,"Committed Use Discount","Hours","contract-325465","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",5134.596754,"ContractCommitmentDescription 5896","contractcommitment-372804","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8200.896158,"Reserved Instance","Hours","contract-524035","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",1019.073487,"ContractCommitmentDescription 3290","contractcommitment-227352","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",119.569232,"Reserved Instance","Hours","contract-307757","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",9174.285815,"ContractCommitmentDescription 2228","contractcommitment-122859","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9971.614261,"Reserved Instance","Hours","contract-948611","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",506.377009,"ContractCommitmentDescription 8096","contractcommitment-961599","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7244.308471,"Savings Plan","Hours","contract-501320","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",2798.545543,"ContractCommitmentDescription 3435","contractcommitment-136332","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6141.065778,"Committed Use Discount","Hours","contract-778720","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",877.215511,"ContractCommitmentDescription 7275","contractcommitment-243902","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4192.348212,"Committed Use Discount","Hours","contract-361250","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",3440.341198,"ContractCommitmentDescription 9231","contractcommitment-437226","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3883.812746,"Reserved Instance","Hours","contract-434367","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",7668.421685,"ContractCommitmentDescription 4813","contractcommitment-267378","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1001.343373,"Committed Use Discount","Hours","contract-379473","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",1761.003676,"ContractCommitmentDescription 6210","contractcommitment-945372","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7381.051011,"Savings Plan","Hours","contract-837623","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",8366.968407,"ContractCommitmentDescription 9064","contractcommitment-668458","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3090.530722,"Savings Plan","Hours","contract-194641","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",6.834964,"ContractCommitmentDescription 4300","contractcommitment-945619","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1304.895456,"Committed Use Discount","Hours","contract-941403","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",7743.664988,"ContractCommitmentDescription 9622","contractcommitment-482614","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9605.587503,"Savings Plan","Hours","contract-714483","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",7323.520254,"ContractCommitmentDescription 8157","contractcommitment-930307","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6392.659915,"Savings Plan","Hours","contract-282664","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",3068.232293,"ContractCommitmentDescription 5825","contractcommitment-233534","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1777.082885,"Reserved Instance","Hours","contract-992083","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",6396.467728,"ContractCommitmentDescription 2705","contractcommitment-620287","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1406.433681,"Committed Use Discount","Hours","contract-349556","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",4466.299341,"ContractCommitmentDescription 5345","contractcommitment-319869","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2495.408631,"Reserved Instance","Hours","contract-369125","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",9691.018251,"ContractCommitmentDescription 7783","contractcommitment-617033","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8817.706583,"Savings Plan","Hours","contract-493580","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",737.093896,"ContractCommitmentDescription 1547","contractcommitment-409234","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",200.779983,"Savings Plan","Hours","contract-177804","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",5470.462586,"ContractCommitmentDescription 2525","contractcommitment-454366","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5940.305441,"Committed Use Discount","Hours","contract-838726","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",1571.037773,"ContractCommitmentDescription 2659","contractcommitment-447177","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2055.504767,"Reserved Instance","Hours","contract-831063","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",3929.022146,"ContractCommitmentDescription 9043","contractcommitment-261050","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",545.048517,"Reserved Instance","Hours","contract-191884","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",2069.529829,"ContractCommitmentDescription 5781","contractcommitment-185916","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4735.706511,"Reserved Instance","Hours","contract-923002","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",1848.812205,"ContractCommitmentDescription 7249","contractcommitment-487345","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1865.829412,"Reserved Instance","Hours","contract-561101","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",1511.306744,"ContractCommitmentDescription 2584","contractcommitment-189870","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6681.411739,"Committed Use Discount","Hours","contract-893202","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",9656.277041,"ContractCommitmentDescription 8779","contractcommitment-700534","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8816.538694,"Savings Plan","Hours","contract-182790","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",1202.818748,"ContractCommitmentDescription 8357","contractcommitment-281276","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9490.61483,"Reserved Instance","Hours","contract-947732","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",2019.1928,"ContractCommitmentDescription 3422","contractcommitment-974625","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5950.476546,"Savings Plan","Hours","contract-191254","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",5196.881775,"ContractCommitmentDescription 1202","contractcommitment-924758","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7004.121216,"Committed Use Discount","Hours","contract-919656","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",9249.281668,"ContractCommitmentDescription 2654","contractcommitment-923914","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2860.92854,"Committed Use Discount","Hours","contract-530849","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",374.656705,"ContractCommitmentDescription 5512","contractcommitment-522548","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1438.526706,"Committed Use Discount","Hours","contract-140666","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",9208.349829,"ContractCommitmentDescription 7102","contractcommitment-121215","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3378.660814,"Savings Plan","Hours","contract-393964","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",7740.309002,"ContractCommitmentDescription 6257","contractcommitment-382507","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7287.994133,"Committed Use Discount","Hours","contract-297064","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",8210.173924,"ContractCommitmentDescription 9442","contractcommitment-929937","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1589.724426,"Savings Plan","Hours","contract-522979","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",8751.805561,"ContractCommitmentDescription 4288","contractcommitment-977633","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",576.275159,"Reserved Instance","Hours","contract-153015","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",6354.098091,"ContractCommitmentDescription 3029","contractcommitment-814263","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",305.631924,"Savings Plan","Hours","contract-722899","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",3442.490039,"ContractCommitmentDescription 5237","contractcommitment-885342","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8308.702014,"Reserved Instance","Hours","contract-128783","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",6473.798918,"ContractCommitmentDescription 4387","contractcommitment-382154","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6515.873329,"Committed Use Discount","Hours","contract-918207","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",2237.700317,"ContractCommitmentDescription 6004","contractcommitment-847362","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9670.244434,"Committed Use Discount","Hours","contract-544393","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",3021.450913,"ContractCommitmentDescription 9530","contractcommitment-964352","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6236.060962,"Committed Use Discount","Hours","contract-107704","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",2984.759263,"ContractCommitmentDescription 2771","contractcommitment-605139","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",638.370539,"Savings Plan","Hours","contract-390334","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",8996.870447,"ContractCommitmentDescription 7620","contractcommitment-792616","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3195.857382,"Reserved Instance","Hours","contract-787237","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",7367.320957,"ContractCommitmentDescription 4111","contractcommitment-459836","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7265.498766,"Reserved Instance","Hours","contract-769320","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",2937.840529,"ContractCommitmentDescription 8713","contractcommitment-234159","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7409.188916,"Committed Use Discount","Hours","contract-812730","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",4204.725682,"ContractCommitmentDescription 6428","contractcommitment-489737","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2605.592354,"Savings Plan","Hours","contract-992562","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",4722.196824,"ContractCommitmentDescription 4187","contractcommitment-624788","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1198.159372,"Committed Use Discount","Hours","contract-655575","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",3426.698849,"ContractCommitmentDescription 8496","contractcommitment-250181","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3163.834576,"Committed Use Discount","Hours","contract-916779","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",47.135014,"ContractCommitmentDescription 5481","contractcommitment-319553","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7611.932812,"Reserved Instance","Hours","contract-613358","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",4033.934804,"ContractCommitmentDescription 8821","contractcommitment-501936","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",46.691376,"Committed Use Discount","Hours","contract-866151","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",6767.481417,"ContractCommitmentDescription 5076","contractcommitment-337256","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6935.247472,"Savings Plan","Hours","contract-235193","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",652.870225,"ContractCommitmentDescription 1749","contractcommitment-412687","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9484.633751,"Savings Plan","Hours","contract-725339","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",3592.508864,"ContractCommitmentDescription 4087","contractcommitment-272892","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9480.843537,"Savings Plan","Hours","contract-339513","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",1231.619818,"ContractCommitmentDescription 1612","contractcommitment-493417","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8765.441376,"Savings Plan","Hours","contract-753404","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",482.350565,"ContractCommitmentDescription 2897","contractcommitment-537020","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4443.142889,"Reserved Instance","Hours","contract-365015","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",6616.645761,"ContractCommitmentDescription 9524","contractcommitment-383091","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6227.977768,"Committed Use Discount","Hours","contract-539170","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",7847.600662,"ContractCommitmentDescription 9154","contractcommitment-308296","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6090.018094,"Savings Plan","Hours","contract-311469","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",9103.566275,"ContractCommitmentDescription 8875","contractcommitment-446663","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2345.05266,"Reserved Instance","Hours","contract-215795","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",9047.79384,"ContractCommitmentDescription 4787","contractcommitment-578938","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9886.659308,"Savings Plan","Hours","contract-586830","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",8015.961027,"ContractCommitmentDescription 6123","contractcommitment-546688","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7385.401958,"Reserved Instance","Hours","contract-110142","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",8784.755374,"ContractCommitmentDescription 2522","contractcommitment-490722","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8149.642895,"Reserved Instance","Hours","contract-520245","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",7998.990969,"ContractCommitmentDescription 3732","contractcommitment-218548","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1325.115762,"Committed Use Discount","Hours","contract-985364","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",1812.605605,"ContractCommitmentDescription 7221","contractcommitment-917012","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3585.989148,"Reserved Instance","Hours","contract-606545","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",2616.128672,"ContractCommitmentDescription 6148","contractcommitment-112960","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7045.681765,"Committed Use Discount","Hours","contract-904812","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",4328.479071,"ContractCommitmentDescription 5072","contractcommitment-605339","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3457.494875,"Committed Use Discount","Hours","contract-255875","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",8518.711514,"ContractCommitmentDescription 3709","contractcommitment-178501","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7514.30001,"Savings Plan","Hours","contract-446968","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",4032.769935,"ContractCommitmentDescription 4850","contractcommitment-182659","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4590.945947,"Committed Use Discount","Hours","contract-192295","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",1026.433215,"ContractCommitmentDescription 7755","contractcommitment-137572","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5571.310114,"Reserved Instance","Hours","contract-930244","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",9503.5513,"ContractCommitmentDescription 6953","contractcommitment-965401","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",542.752133,"Reserved Instance","Hours","contract-448098","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",21.969478,"ContractCommitmentDescription 6818","contractcommitment-970196","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6336.611805,"Savings Plan","Hours","contract-647341","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
