"BillingCurrency","ContractCommitmentApplicability","ContractCommitmentBenefitCategory","ContractCommitmentCategory","ContractCommitmentCost","ContractCommitmentCreated","ContractCommitmentDescription","ContractCommitmentDiscountPercentage","ContractCommitmentDurationType","ContractCommitmentFulfillmentInterval","ContractCommitmentId","ContractCommitmentLastUpdated","ContractCommitmentLifecycleStatus","ContractCommitmentModel","ContractCommitmentOfferCategory","ContractCommitmentPaymentInterval","ContractCommitmentPaymentModel","ContractCommitmentPaymentUpfrontPercentage","ContractCommitmentPeriodEnd","ContractCommitmentPeriodStart","ContractCommitmentQuantity","ContractCommitmentType","ContractCommitmentUnit","ContractId","ContractPeriodEnd","ContractPeriodStart","InvoiceIssuerName","PricingCurrency","PricingCurrencyContractCommitmentCost","ServiceProviderName"
"USD","{}","Other","Usage",2318.555474,"2024-08-14T00:00:00Z","ContractCommitmentDescription 7636",6297.603189,"Reserved Instance","Annually","contractcommitment-514798","2024-10-03T00:00:00Z","Proposed","Continuous","Public","Annual","Partial Upfront",3888.357804,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7047.35616,"Reserved Instance","Hours","contract-888870","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",7037.597433,"Microsoft"
"USD","{}","Availability","Usage",1970.742751,"2024-08-13T00:00:00Z","ContractCommitmentDescription 2867",NULL,"Savings Plan","Transactional","contractcommitment-770153","2024-10-02T00:00:00Z","Active","Discontinuous","Public","Annual","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8455.178027,"Committed Use Discount","Hours","contract-953266","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",6735.888623,"AWS"
"USD","{}","Entitlement","Usage",1178.616527,"2024-08-12T00:00:00Z","ContractCommitmentDescription 6003",1169.48904,"Savings Plan","Weekly","contractcommitment-635638","2024-10-10T00:00:00Z","Exhausted","Discontinuous","Negotiated","Annual","Partial Upfront",4230.387821,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4866.702157,"Committed Use Discount","Hours","contract-681868","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",1668.655238,"Google"
"USD","{}","Discount","Usage",9518.419505,"2024-08-27T00:00:00Z","ContractCommitmentDescription 8939",1365.347147,"Savings Plan","Transactional","contractcommitment-629990","2024-10-03T00:00:00Z","Canceled","Discontinuous","Public","Custom","Partial Upfront",4156.304353,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8398.918021,"Savings Plan","Hours","contract-186686","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",5653.977992,"Google"
"USD","{}","Availability","Spend",7807.401974,"2024-08-22T00:00:00Z","ContractCommitmentDescription 9115",NULL,"Reserved Instance","Custom","contractcommitment-219754","2024-10-01T00:00:00Z","Active","Discontinuous","Negotiated","Custom","Partial Upfront",5463.532747,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9897.757279,"Reserved Instance","Hours","contract-412170","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",8748.098463,"Microsoft"
"USD","{}","Other","Spend",7756.316499,"2024-08-17T00:00:00Z","ContractCommitmentDescription 4882",2098.781676,"Committed Use Discount","Custom","contractcommitment-822608","2024-10-05T00:00:00Z","Active","Discontinuous","Negotiated","Annual","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8135.298655,"Reserved Instance","Hours","contract-658136","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",2810.850188,"AWS"
"USD","{}","Availability","Spend",1355.889064,"2024-08-21T00:00:00Z","ContractCommitmentDescription 7743",NULL,"Savings Plan","Weekly","contractcommitment-835499","2024-10-05T00:00:00Z","Superseded","Continuous","Negotiated","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2475.5474,"Committed Use Discount","Hours","contract-613234","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",1421.716331,"Microsoft"
"USD","{}","Discount","Usage",5156.134721,"2024-08-18T00:00:00Z","ContractCommitmentDescription 5558",6947.036157,"Savings Plan","Total Term","contractcommitment-611751","2024-10-07T00:00:00Z","Active","Continuous","Negotiated","Custom","Partial Upfront",6348.405455,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6972.889778,"Reserved Instance","Hours","contract-517035","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",2178.29935,"Google"
"USD","{}","Availability","Usage",5473.105354,"2024-08-25T00:00:00Z","ContractCommitmentDescription 3139",NULL,"Savings Plan","Semi-Annually","contractcommitment-815707","2024-10-08T00:00:00Z","Superseded","Continuous","Negotiated","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4595.817627,"Reserved Instance","Hours","contract-562721","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",4565.18136,"Oracle"
"USD","{}","Availability","Spend",6545.879644,"2024-08-25T00:00:00Z","ContractCommitmentDescription 5102",NULL,"Committed Use Discount","Weekly","contractcommitment-154302","2024-10-03T00:00:00Z","Exhausted","Discontinuous","Negotiated","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",951.83678,"Reserved Instance","Hours","contract-181724","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",1326.99792,"Oracle"
"USD","{}","Discount","Usage",8171.090269,"2024-08-15T00:00:00Z","ContractCommitmentDescription 7919",6940.310011,"Savings Plan","Daily","contractcommitment-340068","2024-10-11T00:00:00Z","Exhausted","Continuous","Negotiated","One-Time","Partial Upfront",3675.616896,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2992.553274,"Savings Plan","Hours","contract-772741","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",9929.401552,"Microsoft"
"USD","{}","Entitlement","Usage",3511.877188,"2024-08-29T00:00:00Z","ContractCommitmentDescription 4490",6280.800383,"Reserved Instance","Annually","contractcommitment-746002","2024-10-09T00:00:00Z","Canceled","Discontinuous","Negotiated","One-Time","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1231.572225,"Committed Use Discount","Hours","contract-468611","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",9632.487106,"Microsoft"
"USD","{}","Discount","Spend",5533.966318,"2024-08-27T00:00:00Z","ContractCommitmentDescription 5668",7789.696525,"Committed Use Discount","Hourly","contractcommitment-989079","2024-10-04T00:00:00Z","Superseded","Discontinuous","Negotiated","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7478.43641,"Savings Plan","Hours","contract-921875","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",8979.125604,"Google"
"USD","{}","Other","Spend",5282.865009,"2024-08-16T00:00:00Z","ContractCommitmentDescription 1197",9868.825328,"Savings Plan","Weekly","contractcommitment-505629","2024-10-07T00:00:00Z","Superseded","Discontinuous","Public","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4710.14626,"Reserved Instance","Hours","contract-715895","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",675.325693,"Microsoft"
"USD","{}","Availability","Usage",4235.752352,"2024-08-25T00:00:00Z","ContractCommitmentDescription 7590",NULL,"Committed Use Discount","Transactional","contractcommitment-745972","2024-10-01T00:00:00Z","Pending","Discontinuous","Negotiated","Quarterly","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2031.97494,"Reserved Instance","Hours","contract-442622","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",3907.31503,"Google"
"USD","{}","Entitlement","Spend",9246.277543,"2024-08-22T00:00:00Z","ContractCommitmentDescription 2900",4533.718423,"Committed Use Discount","Hourly","contractcommitment-424314","2024-10-07T00:00:00Z","Canceled","Continuous","Negotiated","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",113.506031,"Savings Plan","Hours","contract-648410","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",5172.228424,"AWS"
"USD","{}","Availability","Spend",7714.302905,"2024-08-26T00:00:00Z","ContractCommitmentDescription 1480",NULL,"Savings Plan","Quarterly","contractcommitment-649300","2024-10-06T00:00:00Z","Proposed","Discontinuous","Negotiated","Semi-Annual","Partial Upfront",5107.818794,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",554.391108,"Committed Use Discount","Hours","contract-485548","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",1573.099811,"Google"
"USD","{}","Discount","Spend",8586.890091,"2024-08-13T00:00:00Z","ContractCommitmentDescription 1201",2445.514504,"Savings Plan","Semi-Annually","contractcommitment-501583","2024-10-11T00:00:00Z","Pending","Continuous","Negotiated","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4193.693044,"Savings Plan","Hours","contract-536476","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",9158.547649,"AWS"
"USD","{}","Discount","Spend",1793.443503,"2024-08-23T00:00:00Z","ContractCommitmentDescription 9450",9814.138639,"Savings Plan","Daily","contractcommitment-587686","2024-10-02T00:00:00Z","Superseded","Discontinuous","Public","Quarterly","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",79.691736,"Reserved Instance","Hours","contract-691194","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",7845.072173,"Google"
"USD","{}","Entitlement","Spend",1505.663768,"2024-08-17T00:00:00Z","ContractCommitmentDescription 7718",239.10256,"Committed Use Discount","Semi-Annually","contractcommitment-766833","2024-10-06T00:00:00Z","Superseded","Continuous","Public","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7380.826602,"Savings Plan","Hours","contract-315161","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",5298.144891,"Microsoft"
"USD","{}","Availability","Spend",439.002657,"2024-08-18T00:00:00Z","ContractCommitmentDescription 4792",NULL,"Committed Use Discount","Annually","contractcommitment-834891","2024-10-08T00:00:00Z","Active","Discontinuous","Negotiated","Annual","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6372.1568,"Savings Plan","Hours","contract-720647","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",5678.207283,"Microsoft"
"USD","{}","Availability","Usage",7007.256063,"2024-08-27T00:00:00Z","ContractCommitmentDescription 6345",NULL,"Savings Plan","Monthly","contractcommitment-178315","2024-10-04T00:00:00Z","Pending","Continuous","Negotiated","Monthly","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4660.551124,"Savings Plan","Hours","contract-661957","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",3582.874459,"Oracle"
"USD","{}","Discount","Spend",1576.153771,"2024-08-17T00:00:00Z","ContractCommitmentDescription 5984",8263.866879,"Committed Use Discount","Custom","contractcommitment-142288","2024-10-05T00:00:00Z","Pending","Discontinuous","Negotiated","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3557.427555,"Committed Use Discount","Hours","contract-810078","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",2988.40711,"Microsoft"
"USD","{}","Entitlement","Spend",4620.432489,"2024-08-31T00:00:00Z","ContractCommitmentDescription 3290",1214.532555,"Reserved Instance","Monthly","contractcommitment-237064","2024-10-07T00:00:00Z","Pending","Discontinuous","Public","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",840.394242,"Committed Use Discount","Hours","contract-952227","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",749.871807,"Microsoft"
"USD","{}","Discount","Usage",1225.276593,"2024-08-25T00:00:00Z","ContractCommitmentDescription 8552",506.377009,"Committed Use Discount","Annually","contractcommitment-961599","2024-10-11T00:00:00Z","Canceled","Discontinuous","Public","One-Time","Partial Upfront",6832.129168,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1728.072118,"Reserved Instance","Hours","contract-388339","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",2798.545543,"AWS"
"USD","{}","Entitlement","Usage",4988.9161,"2024-08-30T00:00:00Z","ContractCommitmentDescription 8848",609.790689,"Savings Plan","Annually","contractcommitment-243902","2024-10-10T00:00:00Z","Exhausted","Continuous","Negotiated","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9894.036158,"Committed Use Discount","Hours","contract-602985","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",5445.17806,"Microsoft"
"USD","{}","Other","Usage",1798.158737,"2024-08-20T00:00:00Z","ContractCommitmentDescription 6224",5971.163528,"Reserved Instance","Quarterly","contractcommitment-161437","2024-10-10T00:00:00Z","Superseded","Discontinuous","Public","Annual","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1001.343373,"Committed Use Discount","Hours","contract-379473","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",5336.895646,"Oracle"
"USD","{}","Entitlement","Spend",2365.511327,"2024-08-24T00:00:00Z","ContractCommitmentDescription 6210",8062.102254,"Committed Use Discount","Semi-Annually","contractcommitment-720298","2024-10-10T00:00:00Z","Proposed","Discontinuous","Negotiated","Annual","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8104.011631,"Savings Plan","Hours","contract-424065","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",1755.567677,"AWS"
"USD","{}","Entitlement","Spend",5264.485141,"2024-08-29T00:00:00Z","ContractCommitmentDescription 1011",3317.339936,"Committed Use Discount","Monthly","contractcommitment-945619","2024-10-01T00:00:00Z","Pending","Discontinuous","Negotiated","Quarterly","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5866.091751,"Reserved Instance","Hours","contract-987599","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",5262.948786,"AWS"
"USD","{}","Discount","Usage",3017.651537,"2024-08-29T00:00:00Z","ContractCommitmentDescription 3235",9758.606714,"Committed Use Discount","Annually","contractcommitment-930307","2024-10-06T00:00:00Z","Canceled","Discontinuous","Public","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6935.603983,"Committed Use Discount","Hours","contract-334081","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",6655.316695,"Google"
"USD","{}","Entitlement","Spend",9487.881042,"2024-08-19T00:00:00Z","ContractCommitmentDescription 7415",8507.569655,"Committed Use Discount","Hourly","contractcommitment-290926","2024-10-05T00:00:00Z","Expired","Discontinuous","Negotiated","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4961.850579,"Savings Plan","Hours","contract-349556","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",3468.101247,"Microsoft"
"USD","{}","Availability","Usage",113.956203,"2024-08-26T00:00:00Z","ContractCommitmentDescription 4435",NULL,"Reserved Instance","Semi-Annually","contractcommitment-369125","2024-10-11T00:00:00Z","Superseded","Continuous","Negotiated","One-Time","Partial Upfront",4382.201413,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4196.532292,"Reserved Instance","Hours","contract-617033","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",8817.706583,"Google"
"USD","{}","Entitlement","Spend",4512.874192,"2024-08-14T00:00:00Z","ContractCommitmentDescription 1547",2949.086131,"Savings Plan","Quarterly","contractcommitment-209812","2024-10-07T00:00:00Z","Proposed","Discontinuous","Negotiated","Semi-Annual","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5470.462586,"Reserved Instance","Hours","contract-722886","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",9852.761001,"Google"
"USD","{}","Other","Spend",535.557427,"2024-08-31T00:00:00Z","ContractCommitmentDescription 6424",2055.504767,"Reserved Instance","Annually","contractcommitment-831063","2024-10-07T00:00:00Z","Expired","Discontinuous","Public","Quarterly","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3929.022146,"Committed Use Discount","Hours","contract-261050","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",545.048517,"Oracle"
"USD","{}","Other","Spend",969.868975,"2024-08-18T00:00:00Z","ContractCommitmentDescription 4390",1708.321917,"Savings Plan","Daily","contractcommitment-596574","2024-10-02T00:00:00Z","Superseded","Continuous","Public","Semi-Annual","Partial Upfront",4890.968121,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6610.400547,"Reserved Instance","Hours","contract-506351","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",1848.812205,"AWS"
"USD","{}","Availability","Usage",4650.579562,"2024-08-20T00:00:00Z","ContractCommitmentDescription 4706",NULL,"Committed Use Discount","Hourly","contractcommitment-258471","2024-10-03T00:00:00Z","Superseded","Continuous","Negotiated","Custom","Partial Upfront",8081.801574,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4139.866529,"Committed Use Discount","Hours","contract-680493","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",609.837461,"Oracle"
"USD","{}","Other","Spend",4762.622811,"2024-08-15T00:00:00Z","ContractCommitmentDescription 2293",3948.043652,"Committed Use Discount","Hourly","contractcommitment-626491","2024-10-07T00:00:00Z","Expired","Continuous","Negotiated","Semi-Annual","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1671.647874,"Reserved Instance","Hours","contract-232315","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",426.759006,"Oracle"
"USD","{}","Availability","Usage",9108.044857,"2024-08-18T00:00:00Z","ContractCommitmentDescription 2097",NULL,"Committed Use Discount","Annually","contractcommitment-678870","2024-10-04T00:00:00Z","Active","Discontinuous","Public","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5225.620104,"Savings Plan","Hours","contract-534574","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",1496.423196,"AWS"
"USD","{}","Availability","Usage",2641.366302,"2024-08-28T00:00:00Z","ContractCommitmentDescription 8955",NULL,"Savings Plan","Hourly","contractcommitment-280564","2024-10-10T00:00:00Z","Active","Discontinuous","Negotiated","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4017.198983,"Savings Plan","Hours","contract-824056","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",2375.792939,"AWS"
"USD","{}","Availability","Usage",2803.466532,"2024-08-23T00:00:00Z","ContractCommitmentDescription 9054",NULL,"Committed Use Discount","Daily","contractcommitment-339030","2024-10-06T00:00:00Z","Pending","Discontinuous","Public","Quarterly","Partial Upfront",7287.994133,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6049.791325,"Reserved Instance","Hours","contract-563173","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",2113.905021,"Oracle"
"USD","{}","Entitlement","Spend",3111.230933,"2024-08-16T00:00:00Z","ContractCommitmentDescription 9303",4033.85141,"Committed Use Discount","Custom","contractcommitment-130354","2024-10-09T00:00:00Z","Pending","Continuous","Negotiated","One-Time","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",505.592817,"Savings Plan","Hours","contract-387286","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",3683.519276,"Oracle"
"USD","{}","Discount","Spend",3724.667615,"2024-08-15T00:00:00Z","ContractCommitmentDescription 8308",1775.836942,"Savings Plan","Custom","contractcommitment-678115","2024-10-07T00:00:00Z","Active","Discontinuous","Negotiated","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",903.919211,"Reserved Instance","Hours","contract-152062","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",1629.074056,"Oracle"
"USD","{}","Entitlement","Usage",6515.873329,"2024-08-24T00:00:00Z","ContractCommitmentDescription 9409",200.523575,"Committed Use Discount","Hourly","contractcommitment-597126","2024-10-11T00:00:00Z","Pending","Continuous","Negotiated","Monthly","Partial Upfront",6083.438829,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9430.049681,"Committed Use Discount","Hours","contract-544393","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",8954.829751,"Microsoft"
"USD","{}","Availability","Usage",5844.871558,"2024-08-17T00:00:00Z","ContractCommitmentDescription 1120",NULL,"Committed Use Discount","Semi-Annually","contractcommitment-688730","2024-10-05T00:00:00Z","Canceled","Discontinuous","Public","Custom","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3362.836539,"Savings Plan","Hours","contract-390334","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",2611.469079,"Google"
"USD","{}","Discount","Usage",6605.303237,"2024-08-25T00:00:00Z","ContractCommitmentDescription 3292",7212.831976,"Committed Use Discount","Total Term","contractcommitment-409963","2024-10-03T00:00:00Z","Active","Discontinuous","Public","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7080.689594,"Committed Use Discount","Hours","contract-459836","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",7265.498766,"Google"
"USD","{}","Availability","Usage",8454.192442,"2024-08-14T00:00:00Z","ContractCommitmentDescription 3967",NULL,"Savings Plan","Weekly","contractcommitment-876909","2024-10-11T00:00:00Z","Active","Continuous","Public","Custom","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2233.279254,"Savings Plan","Hours","contract-926372","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",8868.435497,"Microsoft"
"USD","{}","Discount","Usage",536.769544,"2024-08-23T00:00:00Z","ContractCommitmentDescription 2166",4722.196824,"Reserved Instance","Transactional","contractcommitment-225636","2024-10-10T00:00:00Z","Superseded","Discontinuous","Public","Semi-Annual","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1507.784511,"Reserved Instance","Hours","contract-529068","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",9871.915994,"Google"
"USD","{}","Other","Usage",6310.327723,"2024-08-27T00:00:00Z","ContractCommitmentDescription 3897",3134.140718,"Reserved Instance","Hourly","contractcommitment-574012","2024-10-06T00:00:00Z","Active","Continuous","Negotiated","Annual","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7635.691671,"Reserved Instance","Hours","contract-744328","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",4337.114143,"Oracle"
"USD","{}","Discount","Spend",5337.826028,"2024-08-19T00:00:00Z","ContractCommitmentDescription 7112",9500.686155,"Savings Plan","Transactional","contractcommitment-299834","2024-10-07T00:00:00Z","Proposed","Continuous","Negotiated","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3120.922605,"Reserved Instance","Hours","contract-627786","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",5886.706882,"Oracle"
"USD","{}","Other","Usage",4336.6523,"2024-08-29T00:00:00Z","ContractCommitmentDescription 3192",3427.328393,"Savings Plan","Semi-Annually","contractcommitment-886553","2024-10-01T00:00:00Z","Pending","Continuous","Public","One-Time","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9848.795245,"Reserved Instance","Hours","contract-718337","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",5046.335546,"Microsoft"
"USD","{}","Availability","Spend",5939.240679,"2024-08-20T00:00:00Z","ContractCommitmentDescription 1785",NULL,"Committed Use Discount","Hourly","contractcommitment-150578","2024-10-11T00:00:00Z","Canceled","Continuous","Public","Semi-Annual","Partial Upfront",1235.95063,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2527.382931,"Committed Use Discount","Hours","contract-315477","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",6951.920292,"AWS"
"USD","{}","Availability","Spend",4188.257518,"2024-08-22T00:00:00Z","ContractCommitmentDescription 2718",NULL,"Committed Use Discount","Daily","contractcommitment-396439","2024-10-07T00:00:00Z","Proposed","Continuous","Public","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2629.939156,"Committed Use Discount","Hours","contract-475308","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",7034.367502,"AWS"
"USD","{}","Entitlement","Usage",3306.036162,"2024-08-26T00:00:00Z","ContractCommitmentDescription 1044",127.494013,"Reserved Instance","Daily","contractcommitment-975804","2024-10-01T00:00:00Z","Expired","Discontinuous","Negotiated","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7235.762484,"Savings Plan","Hours","contract-578938","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",9886.659308,"Google"
"USD","{}","Entitlement","Spend",8522.486857,"2024-08-23T00:00:00Z","ContractCommitmentDescription 6901",8015.961027,"Savings Plan","Annually","contractcommitment-874415","2024-10-08T00:00:00Z","Proposed","Continuous","Negotiated","One-Time","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1705.122764,"Savings Plan","Hours","contract-752011","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",2683.093986,"Google"
"USD","{}","Other","Usage",9623.099301,"2024-08-20T00:00:00Z","ContractCommitmentDescription 5453",8357.083454,"Committed Use Discount","Total Term","contractcommitment-938754","2024-10-06T00:00:00Z","Exhausted","Continuous","Negotiated","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9815.691705,"Reserved Instance","Hours","contract-536236","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",9112.267613,"AWS"
"USD","{}","Other","Usage",6113.584193,"2024-08-13T00:00:00Z","ContractCommitmentDescription 3140",4830.796564,"Savings Plan","Daily","contractcommitment-531262","2024-10-11T00:00:00Z","Exhausted","Continuous","Negotiated","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7045.681765,"Committed Use Discount","Hours","contract-904812","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",7436.238123,"Oracle"
"USD","{}","Discount","Usage",6617.132628,"2024-08-21T00:00:00Z","ContractCommitmentDescription 5072",4819.296773,"Committed Use Discount","Annually","contractcommitment-255875","2024-10-09T00:00:00Z","Superseded","Continuous","Negotiated","Custom","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4692.889366,"Savings Plan","Hours","contract-178501","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",7514.30001,"Microsoft"
"USD","{}","Entitlement","Usage",4032.769935,"2024-08-24T00:00:00Z","ContractCommitmentDescription 4850",788.305958,"Savings Plan","Custom","contractcommitment-569865","2024-10-06T00:00:00Z","Proposed","Discontinuous","Public","Quarterly","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7452.389647,"Reserved Instance","Hours","contract-523037","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",4123.385477,"Google"
