"AllocatedMethodId","AllocatedResourceId","AllocatedResourceName","AllocatedTags","BilledCost","BillingAccountId","BillingAccountName","BillingAccountType","BillingCurrency","BillingPeriodEnd","BillingPeriodStart","CapacityReservationId","CapacityReservationStatus","ChargeCategory","ChargeClass","ChargeDescription","ChargePeriodEnd","ChargePeriodStart","CommitmentDiscountCategory","CommitmentDiscountId","CommitmentDiscountName","CommitmentDiscountQuantity","CommitmentDiscountStatus","CommitmentDiscountType","CommitmentDiscountUnit","ConsumedQuantity","ConsumedUnit","ContractApplied","ContractedCost","ContractedUnitPrice","EffectiveCost","HostProviderName","InvoiceId","InvoiceIssuerName","ListCost","ListUnitPrice","PricingCategory","PricingCurrency","PricingQuantity","PricingUnit","ProviderName","PublisherName","RegionId","RegionName","ResourceId","ResourceName","ResourceType","ServiceCategory","ServiceName","ServiceProviderName","SkuId","SkuMeter","SkuPriceDetails","SkuPriceId","SubAccountId","SubAccountName","SubAccountType","Tags","AllocatedMethodDetails","AvailabilityZone","ChargeFrequency","ServiceSubcategory","PricingCurrencyContractedUnitPrice","PricingCurrencyEffectiveCost","PricingCurrencyListUnitPrice","CommitmentProgramEligibilityDetails","InvoiceDetailId"
"AllocatedMethodId-6847","AllocatedResourceId-7833","AllocatedResourceName-1287","{}",297.64883808,"8a93b2c1-1234-4abc-9def-0123456789ab","Contoso Cloud","BillingProfile","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Azure Kubernetes Service Cluster in East US","2024-09-04T13:00:00Z","2024-09-04T12:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,327.9400000000,"Hours",NULL,450.983088,1.3752,297.64883808,"Microsoft","INV-202409-48435","Microsoft",663.225856,2.0224,"Standard","USD",327.94,"Hours","Microsoft","Microsoft","eastus","East US","/subscriptions/8a93b2c1-1234-4abc-9def-0123456789ab/resourceGroups/rg-896/providers/Microsoft.Compute/virtualMachines/vm-2071",NULL,"Cluster","Compute","Azure Kubernetes Service","Microsoft","H26X4V8XHL18YFJA","Azure Kubernetes Service Hours",NULL,"VQM631D3SCH53XDX.Q1VSB8RL","sub-2b7c","Staging","BillingProfile","{""team"": ""infra"", ""application"": ""NimbusAPI"", ""owner"": ""a.lovelace""}",NULL,"westeurope-2","Usage-Based","Containers",1.3752,297.64883808,2.0224,NULL,NULL
"AllocatedMethodId-5668","AllocatedResourceId-5467","AllocatedResourceName-1082","{}",396.42626016,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Autonomous Database Database in UK South (London)","2024-09-26T11:00:00Z","2024-09-26T10:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,265.6400000000,"Hours",NULL,489.41513599999996,1.8424,396.42626016,"Oracle","INV-202409-33758","Oracle",526.259404,1.9811,"Standard","USD",265.64,"Hours","Oracle","Oracle","uk-london-1","UK South (London)","ocid1.instance.oc1.uk-london-1.00c7bdb86ae8",NULL,"Database","Databases","Oracle Autonomous Database","Oracle","P73CEUXCJGY6FVT1","Oracle Autonomous Database Hours",NULL,"ZBLQF1HMQT68PDX4.N1RLR6CZ","ocid1.compartment.oc1..prod","production","Tenancy",NULL,NULL,"uk-london-1-AD-2","Usage-Based","Relational Databases",1.8424,396.42626016,1.9811,NULL,NULL
"AllocatedMethodId-3023","AllocatedResourceId-2588","AllocatedResourceName-7483","{}",877.40897352,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Object Storage Bucket in US East (Ashburn)","2024-09-29T01:00:00Z","2024-09-29T00:00:00Z","Spend","cd-440377","commit-0377",NULL,"Unused","Reserved Instance",NULL,NULL,NULL,NULL,1271.607208,4.2452,877.40897352,"Oracle","INV-202409-59601","Oracle",1461.60543,4.8795,"Dynamic","USD",299.54,"GB","Oracle","Oracle","us-ashburn-1","US East (Ashburn)","ocid1.instance.oc1.us-ashburn-1.006ea042865b",NULL,"Bucket","Storage","Oracle Object Storage","Oracle","UW2J35N8KYQZCF59","Oracle Object Storage GB",NULL,"WFN7XTSU23BJKW10.BS95PY8I","ocid1.compartment.oc1..dev","development","Tenancy","{""team"": ""growth"", ""cost_center"": ""CC-3090"", ""owner"": ""a.turing""}",NULL,"us-ashburn-1-AD-1","Usage-Based","Object Storage",4.2452,877.40897352,4.8795,NULL,NULL
"AllocatedMethodId-8736","AllocatedResourceId-4273","AllocatedResourceName-6287","{}",798.81029865,"8a93b2c1-1234-4abc-9def-0123456789ab","Contoso Cloud","BillingProfile","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Azure Blob Storage Storage Account in East US","2024-09-13T09:00:00Z","2024-09-13T08:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,489.4500000000,"GB",NULL,1157.696085,2.3653,798.81029865,"Microsoft","INV-202409-32965","Microsoft",1346.18328,2.7504,"Other","USD",489.45,"GB","Microsoft","Microsoft","eastus","East US","/subscriptions/8a93b2c1-1234-4abc-9def-0123456789ab/resourceGroups/rg-604/providers/Microsoft.Compute/virtualMachines/vm-5313",NULL,"Storage Account","Storage","Azure Blob Storage","Microsoft","3S2KLZSA8V3LGY00","Azure Blob Storage GB",NULL,"0MBOI6F0BUPK4FXB.Y96MK3XP","sub-4d3e","Sandbox","BillingProfile","{""owner"": ""k.johnson"", ""application"": ""NimbusAPI""}",NULL,"westeurope-2","Usage-Based","Object Storage",2.3653,798.81029865,2.7504,NULL,NULL
"AllocatedMethodId-5009","AllocatedResourceId-5259","AllocatedResourceName-6610","{}",457.2639852,"8a93b2c1-1234-4abc-9def-0123456789ab","Contoso Cloud","BillingProfile","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Azure SQL Database SQL Database in East US","2024-09-09T20:00:00Z","2024-09-09T19:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,341.8400000000,"Hours",NULL,682.4835599999999,1.9965,457.2639852,"Microsoft","INV-202409-74431","Microsoft",758.303672,2.2183,"Standard","USD",341.84,"Hours","Microsoft","Microsoft","eastus","East US","/subscriptions/8a93b2c1-1234-4abc-9def-0123456789ab/resourceGroups/rg-255/providers/Microsoft.Compute/virtualMachines/vm-5576",NULL,"SQL Database","Databases","Azure SQL Database","Microsoft","074YE0Q8H8B24DSZ","Azure SQL Database Hours",NULL,"CXZ621HGJQHKX0VJ.P4NQGVE3","sub-9a1f","Production","BillingProfile","{""business_unit"": ""LisbonOps"", ""environment"": ""prod"", ""cost_center"": ""CC-1001""}",NULL,NULL,"Usage-Based","Relational Databases",1.9965,457.2639852,2.2183,NULL,NULL
"AllocatedMethodId-3593","AllocatedResourceId-5992","AllocatedResourceName-8787","{}",765.72907488,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Tax",NULL,"Tax charge in Northern Virginia","2024-09-20T06:00:00Z","2024-09-20T05:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,71.3078840000,NULL,765.72907488,"Google","INV-202409-50194","Google",67.3278710000,NULL,NULL,"USD",NULL,NULL,"Google","Google",NULL,NULL,NULL,NULL,NULL,"Other","Tax","Google",NULL,NULL,NULL,NULL,"proj-helios-dev","helios-dev","BillingAccount","{""cost_center"": ""CC-3090"", ""business_unit"": ""OsloData""}",NULL,NULL,"One-Time","Other (Security)",NULL,765.72907488,NULL,NULL,NULL
"AllocatedMethodId-8317","AllocatedResourceId-9567","AllocatedResourceName-5062","{}",29.54821104,"8a93b2c1-1234-4abc-9def-0123456789ab","Contoso Cloud","BillingProfile","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Azure Load Balancer Load Balancer in West Europe","2024-09-26T23:00:00Z","2024-09-26T22:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,318.3800000000,"Hours",NULL,41.039182,0.1289,29.54821104,"Microsoft","INV-202409-17336","Microsoft",44.605038,0.1401,"Standard","USD",318.38,"Hours","Microsoft","Microsoft","westeurope","West Europe","/subscriptions/8a93b2c1-1234-4abc-9def-0123456789ab/resourceGroups/rg-553/providers/Microsoft.Compute/virtualMachines/vm-968",NULL,"Load Balancer","Networking","Azure Load Balancer","Microsoft","7XY5K74L4YAEVOTN","Azure Load Balancer Hours",NULL,"OJRHMW53A7OMXCZG.V6ER988F","sub-9a1f","Production","BillingProfile","{""cost_center"": ""CC-2042"", ""owner"": ""g.hopper"", ""team"": ""growth""}",NULL,NULL,"Usage-Based","Application Networking",0.1289,29.54821104,0.1401,NULL,NULL
"AllocatedMethodId-5510","AllocatedResourceId-9242","AllocatedResourceName-6059","{}",28.6098984,"8a93b2c1-1234-4abc-9def-0123456789ab","Contoso Cloud","BillingProfile","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Azure SQL Database SQL Database in West Europe","2024-09-28T19:00:00Z","2024-09-28T18:00:00Z","Spend","cd-299244","commit-9244",NULL,"Unused","Reserved Instance",NULL,NULL,NULL,NULL,34.890119999999996,0.1530,28.6098984,"Microsoft","INV-202409-54714","Microsoft",45.904452,0.2013,"Other","USD",228.04,"Hours","Microsoft","Microsoft","westeurope","West Europe","/subscriptions/8a93b2c1-1234-4abc-9def-0123456789ab/resourceGroups/rg-621/providers/Microsoft.Compute/virtualMachines/vm-2666",NULL,"SQL Database","Databases","Azure SQL Database","Microsoft","43G8DUEM4H2F4MG8","Azure SQL Database Hours",NULL,"N5TA1H2M3AQ0R5LV.646STQ8P","sub-4d3e","Sandbox","BillingProfile",NULL,NULL,"uksouth-1","Usage-Based","Relational Databases",0.1530,28.6098984,0.2013,NULL,NULL
"AllocatedMethodId-1319","AllocatedResourceId-4313","AllocatedResourceName-4417","{}",143.32603824,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Compute Instance in US East (Ashburn)","2024-09-01T07:00:00Z","2024-09-01T06:00:00Z","Spend","cd-419439","commit-9439",NULL,"Unused","Savings Plan",NULL,NULL,NULL,NULL,186.137712,0.7912,143.32603824,"Oracle","INV-202409-45940","Oracle",191.901582,0.8157,"Committed","USD",235.26,"Hours","Oracle","Oracle","us-ashburn-1","US East (Ashburn)","ocid1.instance.oc1.us-ashburn-1.00db9a637730",NULL,"Instance","Compute","Oracle Compute","Oracle","74GTNJUKMZKKKU74","Oracle Compute Hours",NULL,"0ROQ4TXJTVWU2T1Z.0AZD0WI3","ocid1.compartment.oc1..dev","development","Tenancy","{""environment"": ""dev"", ""owner"": ""g.hopper"", ""application"": ""AtlasPortal""}",NULL,NULL,"Usage-Based","Virtual Machines",0.7912,143.32603824,0.8157,NULL,NULL
"AllocatedMethodId-8304","AllocatedResourceId-4519","AllocatedResourceName-4016","{}",595.9722368,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Cloud SQL Database Instance in Singapore","2024-09-14T18:00:00Z","2024-09-14T17:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,279.0400000000,"Hours",NULL,701.1438080000001,2.5127,595.9722368,"Google","INV-202409-57347","Google",1031.0807040000002,3.6951,"Standard","USD",279.04,"Hours","Google","Google","asia-southeast1","Singapore","//compute.googleapis.com/projects/Helios Labs/zones/asia-southeast1-a/instances/inst-9790",NULL,"Database Instance","Databases","Cloud SQL","Google","4CY5PRYDGDVR8X2S","Cloud SQL Hours",NULL,"H4IEU0JJTM9F2PU8.Q97SBIEU","proj-helios-prod","helios-prod","BillingAccount","{""environment"": ""dev""}",NULL,"europe-west1-b","Usage-Based","Relational Databases",2.5127,595.9722368,3.6951,NULL,NULL
"AllocatedMethodId-6351","AllocatedResourceId-9722","AllocatedResourceName-8499","{}",162.53775648,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"BigQuery Dataset in Belgium","2024-09-16T11:00:00Z","2024-09-16T10:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,129.5200000000,"GiB",NULL,246.26932800000003,1.9014,162.53775648,"Google","INV-202409-39214","Google",390.904312,3.0181,"Other","USD",129.52,"GiB","Google","Google","europe-west1","Belgium","//compute.googleapis.com/projects/Helios Labs/zones/europe-west1-a/instances/inst-202",NULL,"Dataset","Analytics","BigQuery","Google","85SVEEF9H8K6F3ME","BigQuery GiB",NULL,"1R32JVELV371BZSA.YBAOU1JQ","proj-helios-dev","helios-dev","BillingAccount","{""application"": ""BrightLensMatrix"", ""cost_center"": ""CC-3090""}",NULL,"asia-southeast1-c","Usage-Based","Data Warehouses",1.9014,162.53775648,3.0181,NULL,NULL
"AllocatedMethodId-1264","AllocatedResourceId-1118","AllocatedResourceName-7226","{}",77.83323408,"8a93b2c1-1234-4abc-9def-0123456789ab","Contoso Cloud","BillingProfile","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Azure Functions Function App in Southeast Asia","2024-09-25T15:00:00Z","2024-09-25T14:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,103.0800000000,"Executions",NULL,92.658612,0.8989,77.83323408,"Microsoft","INV-202409-69893","Microsoft",93.59664000000001,0.9080,"Standard","USD",103.08,"Executions","Microsoft","Microsoft","southeastasia","Southeast Asia","/subscriptions/8a93b2c1-1234-4abc-9def-0123456789ab/resourceGroups/rg-357/providers/Microsoft.Compute/virtualMachines/vm-1637",NULL,"Function App","Compute","Azure Functions","Microsoft","NWBI2HYB2NYD22ZM","Azure Functions Executions",NULL,"NYHFL67HKNH5WU0M.NF6X4Q6H","sub-4d3e","Sandbox","BillingProfile","{""business_unit"": ""OsloData"", ""application"": ""BrightSourceCore"", ""owner"": ""g.hopper""}",NULL,"eastus-1","Usage-Based","Serverless Compute",0.8989,77.83323408,0.9080,NULL,NULL
"AllocatedMethodId-9604","AllocatedResourceId-3781","AllocatedResourceName-3591","{}",1234.73926576,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Functions Function in US East (Ashburn)","2024-09-16T10:00:00Z","2024-09-16T09:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,472.9700000000,"Invocations",NULL,1403.112802,2.9666,1234.73926576,"Oracle","INV-202409-59418","Oracle",1541.8822,3.2600,"Dynamic","USD",472.97,"Invocations","Oracle","Oracle","us-ashburn-1","US East (Ashburn)","ocid1.instance.oc1.us-ashburn-1.00a775de43e3",NULL,"Function","Compute","Oracle Functions","Oracle","AI7JI4CDNSX0K0LL","Oracle Functions Invocations",NULL,"7JLXHKB5NTZXQUBB.VB4CJ0C8","ocid1.compartment.oc1..dev","development","Tenancy","{""application"": ""AtlasPortal"", ""business_unit"": ""ViennaAI""}",NULL,"us-ashburn-1-AD-1","Usage-Based","Serverless Compute",2.9666,1234.73926576,3.2600,NULL,NULL
"AllocatedMethodId-6284","AllocatedResourceId-1191","AllocatedResourceName-8877","{}",896.23174848,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Amazon Elastic Compute Cloud Virtual Machine in Europe (Ireland)","2024-09-04T23:00:00Z","2024-09-04T22:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,484.3700000000,"Hours",NULL,933.574738,1.9274,896.23174848,"AWS","INV-202409-62004","AWS",1124.804014,2.3222,"Standard","USD",484.37,"Hours","AWS","AWS","eu-west-1","Europe (Ireland)","arn:aws:ec2:eu-west-1:123456789012:instance/i-00b53d6ea7dc",NULL,"Virtual Machine","Compute","Amazon Elastic Compute Cloud","AWS","G45MIO6IJOFGZSGP","Amazon Elastic Compute Cloud Hours",NULL,"OQLTV377RIU1XJCY.DMLAJCPK","517389287820","Atlas Nimbus","BillingAccount","{""application"": ""NimbusAPI"", ""business_unit"": ""OsloData"", ""team"": ""payments""}",NULL,"eu-west-1c","Usage-Based","Virtual Machines",1.9274,896.23174848,2.3222,NULL,NULL
"AllocatedMethodId-9735","AllocatedResourceId-6941","AllocatedResourceName-9838","{}",130.24805976,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Autonomous Database Database in US East (Ashburn)","2024-09-20T07:00:00Z","2024-09-20T06:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,272.9400000000,"Hours",NULL,143.12973599999998,0.5244,130.24805976,"Oracle","INV-202409-16159","Oracle",160.81624799999997,0.5892,"Standard","USD",272.94,"Hours","Oracle","Oracle","us-ashburn-1","US East (Ashburn)","ocid1.instance.oc1.us-ashburn-1.00dcc53a3698",NULL,"Database","Databases","Oracle Autonomous Database","Oracle","93GV7QEX1B8IGO3H","Oracle Autonomous Database Hours",NULL,"H9SIWT219F6LZ6MJ.OBMW7J77","ocid1.compartment.oc1..dev","development","Tenancy","{""business_unit"": ""OsloData""}",NULL,NULL,"Usage-Based","Relational Databases",0.5244,130.24805976,0.5892,NULL,NULL
"AllocatedMethodId-6098","AllocatedResourceId-9589","AllocatedResourceName-2681","{}",582.3343044,"8a93b2c1-1234-4abc-9def-0123456789ab","Contoso Cloud","BillingProfile","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Azure Load Balancer Load Balancer in West Europe","2024-09-07T19:00:00Z","2024-09-07T18:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,317.1600000000,"Hours",NULL,647.038116,2.0401,582.3343044,"Microsoft","INV-202409-78238","Microsoft",980.3415600000002,3.0910,"Other","USD",317.16,"Hours","Microsoft","Microsoft","westeurope","West Europe","/subscriptions/8a93b2c1-1234-4abc-9def-0123456789ab/resourceGroups/rg-951/providers/Microsoft.Compute/virtualMachines/vm-6213",NULL,"Load Balancer","Networking","Azure Load Balancer","Microsoft","43UITAEQ9TNED0IJ","Azure Load Balancer Hours",NULL,"4KPZK0ZMPWEORIZH.JN2JRUAH","sub-2b7c","Staging","BillingProfile","{""team"": ""platform"", ""environment"": ""qa"", ""business_unit"": ""OsloData""}",NULL,"uksouth-1","Usage-Based","Application Networking",2.0401,582.3343044,3.0910,NULL,NULL
"AllocatedMethodId-6909","AllocatedResourceId-7911","AllocatedResourceName-7451","{}",46.84839552,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Object Storage Bucket in Australia East (Sydney)","2024-09-13T18:00:00Z","2024-09-13T17:00:00Z","Usage","cd-457959","commit-7959",NULL,"Unused","Reserved Instance",NULL,NULL,NULL,NULL,48.800411999999994,0.2148,46.84839552,"Oracle","INV-202409-41275","Oracle",79.993599,0.3521,"Committed","USD",227.19,"GB","Oracle","Oracle","ap-sydney-1","Australia East (Sydney)","ocid1.instance.oc1.ap-sydney-1.009413d8596c",NULL,"Bucket","Storage","Oracle Object Storage","Oracle","SO7GFXP510DGRRQ6","Oracle Object Storage GB",NULL,"V0QWFAG5P5O1RG59.Y7YCGGGH","ocid1.compartment.oc1..dev","development","Tenancy","{""application"": ""NimbusAPI"", ""team"": ""payments""}",NULL,NULL,"Usage-Based","Object Storage",0.2148,46.84839552,0.3521,NULL,NULL
"AllocatedMethodId-6922","AllocatedResourceId-3608","AllocatedResourceName-3761","{}",766.5212082,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Amazon Relational Database Service Database Instance in Asia Pacific (Sydney)","2024-09-25T12:00:00Z","2024-09-25T11:00:00Z","Spend","cd-694469","commit-4469",NULL,"Unused","Reserved Instance",NULL,NULL,NULL,NULL,881.0588599999999,2.1670,766.5212082,"AWS","INV-202409-67379","AWS",1276.905148,3.1406,"Dynamic","USD",406.58,"Hours","AWS","AWS","ap-southeast-2","Asia Pacific (Sydney)","arn:aws:ec2:ap-southeast-2:123456789012:instance/i-001f15bfe9c9",NULL,"Database Instance","Databases","Amazon Relational Database Service","AWS","3QWWWPR2DU3QKN99","Amazon Relational Database Service Hours",NULL,"UZWL5FVW8OUTGFZU.5LYMQ5WV","438839167390","Zenith Eclipse","BillingAccount",NULL,NULL,NULL,"Usage-Based","Relational Databases",2.1670,766.5212082,3.1406,NULL,NULL
"AllocatedMethodId-9496","AllocatedResourceId-7547","AllocatedResourceName-7342","{}",248.59421916,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Compute Engine VM Instance in Iowa","2024-09-25T20:00:00Z","2024-09-25T19:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,321.1600000000,"Hours",NULL,371.036148,1.1553,248.59421916,"Google","INV-202409-34386","Google",475.67007600000005,1.4811,"Other","USD",321.16,"Hours","Google","Google","us-central1","Iowa","//compute.googleapis.com/projects/Helios Labs/zones/us-central1-a/instances/inst-1666",NULL,"VM Instance","Compute","Compute Engine","Google","ZQJV8WZIYGSFUO2C","Compute Engine Hours",NULL,"P9JRB5OOPO2NJASP.B42099M0","proj-helios-prod","helios-prod","BillingAccount",NULL,NULL,"asia-southeast1-c","Usage-Based","Virtual Machines",1.1553,248.59421916,1.4811,NULL,NULL
"AllocatedMethodId-9322","AllocatedResourceId-7670","AllocatedResourceName-3363","{}",115.1751588,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Cloud Load Balancing Forwarding Rule in Singapore","2024-09-19T10:00:00Z","2024-09-19T09:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,160.0800000000,"Hours",NULL,177.192552,1.1069,115.1751588,"Google","INV-202409-40482","Google",285.80683200000004,1.7854,"Standard","USD",160.08,"Hours","Google","Google","asia-southeast1","Singapore","//compute.googleapis.com/projects/Helios Labs/zones/asia-southeast1-a/instances/inst-9291",NULL,"Forwarding Rule","Networking","Cloud Load Balancing","Google","8UGOW9O3RD3251EK","Cloud Load Balancing Hours",NULL,"B929DW4JEWERQB51.IZN2T8TV","proj-helios-dev","helios-dev","BillingAccount","{""cost_center"": ""CC-3090""}",NULL,"asia-southeast1-c","Usage-Based","Application Networking",1.1069,115.1751588,1.7854,NULL,NULL
"AllocatedMethodId-1206","AllocatedResourceId-1076","AllocatedResourceName-6355","{}",513.74649339,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Compute Engine VM Instance in Iowa","2024-09-26T02:00:00Z","2024-09-26T01:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,306.9300000000,"Hours",NULL,577.243251,1.8807,513.74649339,"Google","INV-202409-79352","Google",813.026877,2.6489,"Standard","USD",306.93,"Hours","Google","Google","us-central1","Iowa","//compute.googleapis.com/projects/Helios Labs/zones/us-central1-a/instances/inst-6697",NULL,"VM Instance","Compute","Compute Engine","Google","HVFGZY0Y4IVLGTWL","Compute Engine Hours",NULL,"1Q5FLQZMOWFV2G7Q.BD9DXGKA","proj-helios-dev","helios-dev","BillingAccount","{""environment"": ""prod""}",NULL,NULL,"Usage-Based","Virtual Machines",1.8807,513.74649339,2.6489,NULL,NULL
"AllocatedMethodId-4292","AllocatedResourceId-5629","AllocatedResourceName-6248","{}",260.25418496,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Autonomous Database Database in US East (Ashburn)","2024-09-04T00:00:00Z","2024-09-03T23:00:00Z","Spend","cd-816367","commit-6367",NULL,"Unused","Committed Use Discount",NULL,NULL,NULL,NULL,406.64716400000003,1.6324,260.25418496,"Oracle","INV-202409-81615","Oracle",666.643271,2.6761,"Committed","USD",249.11,"Hours","Oracle","Oracle","us-ashburn-1","US East (Ashburn)","ocid1.instance.oc1.us-ashburn-1.00a137e6456a",NULL,"Database","Databases","Oracle Autonomous Database","Oracle","HTSGWL7KG5MJV39Y","Oracle Autonomous Database Hours",NULL,"2H9EVPXJP5MZCWD4.G7FU787Z","ocid1.compartment.oc1..dev","development","Tenancy","{""owner"": ""g.hopper"", ""environment"": ""qa""}",NULL,"us-ashburn-1-AD-1","Usage-Based","Relational Databases",1.6324,260.25418496,2.6761,NULL,NULL
"AllocatedMethodId-4741","AllocatedResourceId-7091","AllocatedResourceName-7585","{}",3.868268,"8a93b2c1-1234-4abc-9def-0123456789ab","Contoso Cloud","BillingProfile","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Azure Kubernetes Service Cluster in West Europe","2024-09-27T18:00:00Z","2024-09-27T17:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,41.2000000000,"Hours",NULL,4.7174000000000005,0.1145,3.868268,"Microsoft","INV-202409-61107","Microsoft",4.91516,0.1193,"Dynamic","USD",41.20,"Hours","Microsoft","Microsoft","westeurope","West Europe","/subscriptions/8a93b2c1-1234-4abc-9def-0123456789ab/resourceGroups/rg-349/providers/Microsoft.Compute/virtualMachines/vm-2770",NULL,"Cluster","Compute","Azure Kubernetes Service","Microsoft","8LUD8BDTYMW8D167","Azure Kubernetes Service Hours",NULL,"L6XCNG3LOUEN5NAC.YNHSAPVL","sub-2b7c","Staging","BillingProfile","{""owner"": ""a.lovelace"", ""application"": ""BrightSourceCore""}",NULL,NULL,"Usage-Based","Containers",0.1145,3.868268,0.1193,NULL,NULL
"AllocatedMethodId-1623","AllocatedResourceId-7358","AllocatedResourceName-4022","{}",556.6597344,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Amazon Simple Storage Service Bucket in US West (Oregon)","2024-09-11T13:00:00Z","2024-09-11T12:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,340.2000000000,"GB",NULL,773.1385200000001,2.2726,556.6597344,"AWS","INV-202409-39968","AWS",1208.0161799999998,3.5509,"Dynamic","USD",340.20,"GB","AWS","AWS","us-west-2","US West (Oregon)","arn:aws:ec2:us-west-2:123456789012:instance/i-00df198bc5a1",NULL,"Bucket","Storage","Amazon Simple Storage Service","AWS","5QAZC2IOEHHK5EL8","Amazon Simple Storage Service GB",NULL,"UKQZS8SSQGHZMF95.MI7C44GH","663626350770","Zenith Apollo","BillingAccount","{""team"": ""infra"", ""application"": ""NimbusAPI""}",NULL,"us-west-2b","Usage-Based","Object Storage",2.2726,556.6597344,3.5509,NULL,NULL
