"BilledCost","BillingAccountId","BillingAccountName","BillingAccountType","BillingCurrency","BillingPeriodEnd","BillingPeriodStart","CapacityReservationId","CapacityReservationStatus","ChargeCategory","ChargeClass","ChargeDescription","ChargePeriodEnd","ChargePeriodStart","CommitmentDiscountCategory","CommitmentDiscountId","CommitmentDiscountName","CommitmentDiscountQuantity","CommitmentDiscountStatus","CommitmentDiscountType","CommitmentDiscountUnit","ConsumedQuantity","ConsumedUnit","ContractedCost","ContractedUnitPrice","EffectiveCost","InvoiceIssuerName","ListCost","ListUnitPrice","PricingCategory","PricingCurrency","PricingQuantity","PricingUnit","ProviderName","PublisherName","RegionId","RegionName","ResourceId","ResourceName","ResourceType","ServiceCategory","ServiceName","SkuId","SkuMeter","SkuPriceDetails","SkuPriceId","SubAccountId","SubAccountName","SubAccountType","Tags","AvailabilityZone","ChargeFrequency","InvoiceId","ServiceSubcategory","PricingCurrencyContractedUnitPrice","PricingCurrencyEffectiveCost","PricingCurrencyListUnitPrice"
7.89647235,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Amazon Simple Storage Service Bucket in Europe (Ireland)","2024-09-19T13:00:00Z","2024-09-19T12:00:00Z","Spend","cd-317285","commit-7285",NULL,"Unused","Committed Use Discount",NULL,NULL,NULL,12.148419,0.4089,7.89647235,"AWS",17.606146000000003,0.5926,"Committed","USD",29.71,"GB","AWS","AWS","eu-west-1","Europe (Ireland)","arn:aws:ec2:eu-west-1:123456789012:instance/i-0040c5a4f9bd",NULL,"Bucket","Storage","Amazon Simple Storage Service","17C8A7GX2GJBGVD3","Amazon Simple Storage Service GB",NULL,"FM6C02GPD3OVFDSX.7R5TMZLH","438839167390","Zenith Eclipse","BillingAccount","{""team"": ""infra""}","us-east-1a","Usage-Based",NULL,"Object Storage",0.4089,7.89647235,0.5926
219.8346444,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Amazon Elastic Compute Cloud Virtual Machine in Asia Pacific (Sydney)","2024-09-15T22:00:00Z","2024-09-15T21:00:00Z","Spend","cd-226349","commit-6349",NULL,"Used","Savings Plan",NULL,177.6700000000,"Hours",314.049492,1.7676,219.8346444,"AWS",378.36603199999996,2.1296,"Other","USD",177.67,"Hours","AWS","AWS","ap-southeast-2","Asia Pacific (Sydney)","arn:aws:ec2:ap-southeast-2:123456789012:instance/i-0059347d154a",NULL,"Virtual Machine","Compute","Amazon Elastic Compute Cloud","1Z1JFWE7PI4BCDRZ","Amazon Elastic Compute Cloud Hours",NULL,"01GTVBEHD253HQCB.QP89ERAU","517389287820","Atlas Nimbus","BillingAccount","{""cost_center"": ""CC-2042""}","ap-southeast-2a","Usage-Based",NULL,"Virtual Machines",1.7676,219.8346444,2.1296
374.55622776,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Amazon Relational Database Service Database Instance in US West (Oregon)","2024-09-11T22:00:00Z","2024-09-11T21:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,403.9200000000,"Hours",402.748632,0.9971,374.55622776,"AWS",601.113744,1.4882,"Standard","USD",403.92,"Hours","AWS","AWS","us-west-2","US West (Oregon)","arn:aws:ec2:us-west-2:123456789012:instance/i-0035f7dd4567",NULL,"Database Instance","Databases","Amazon Relational Database Service","0Y9SG0YGJN5SD54R","Amazon Relational Database Service Hours",NULL,"POLU1LN6SH2AEQK1.IBN3D638","517389287820","Atlas Nimbus","BillingAccount","{""cost_center"": ""CC-3090"", ""team"": ""platform"", ""environment"": ""dev""}","ap-southeast-2a","Usage-Based",NULL,"Relational Databases",0.9971,374.55622776,1.4882
937.4282400000001,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Purchase",NULL,"Amazon Elastic Compute Cloud Virtual Machine in Asia Pacific (Sydney)","2024-09-07T19:00:00Z","2024-09-07T18:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,937.4282400000001,2.9720,0,"AWS",1041.5799240000001,3.3022,"Standard","USD",315.42,"Hours","AWS","AWS","ap-southeast-2","Asia Pacific (Sydney)","arn:aws:ec2:ap-southeast-2:123456789012:instance/i-003d2f13dcc8",NULL,"Virtual Machine","Compute","Amazon Elastic Compute Cloud","HF2B86S6BE8ZQT8I","Amazon Elastic Compute Cloud Hours",NULL,"KH2W76O26X2A8LDB.Q8C04U4F","517389287820","Atlas Nimbus","BillingAccount","{""environment"": ""staging""}",NULL,"Recurring",NULL,"Virtual Machines",2.9720,0,3.3022
998.41952,"8a93b2c1-1234-4abc-9def-0123456789ab","Contoso Cloud","BillingProfile","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Azure Kubernetes Service Cluster in East US","2024-09-26T10:00:00Z","2024-09-26T09:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,334.0000000000,"Hours",1248.0244,3.7366,998.41952,"Microsoft",1560.0138,4.6707,"Other","USD",334.00,"Hours","Microsoft","Microsoft","eastus","East US","/subscriptions/8a93b2c1-1234-4abc-9def-0123456789ab/resourceGroups/rg-988/providers/Microsoft.Compute/virtualMachines/vm-4289",NULL,"Cluster","Compute","Azure Kubernetes Service","Z4DRCWOHQF1HW1C5","Azure Kubernetes Service Hours",NULL,"9PL5S99OVYWG3ZLS.C0SYY8PQ","sub-2b7c","Staging","BillingProfile","{""cost_center"": ""CC-3090""}","uksouth-1","Usage-Based",NULL,"Containers",3.7366,998.41952,4.6707
10.3405104,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Compute Instance in UK South (London)","2024-09-22T20:00:00Z","2024-09-22T19:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.8200000000,"Hours",15.667440000000001,2.6920,10.3405104,"Oracle",16.320444,2.8042,"Dynamic","USD",5.82,"Hours","Oracle","Oracle","uk-london-1","UK South (London)","ocid1.instance.oc1.uk-london-1.0097488d67ac",NULL,"Instance","Compute","Oracle Compute","OR8Z86OC1IQZ4J72","Oracle Compute Hours",NULL,"E1BEFTENHPWKN0GO.N40AVLPC","ocid1.compartment.oc1..dev","development","Tenancy","{""owner"": ""a.turing""}","us-ashburn-1-AD-1","Usage-Based",NULL,"Virtual Machines",2.6920,10.3405104,2.8042
457.421553,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Adjustment",NULL,"Cloud Functions Function in Iowa","2024-09-15T05:00:00Z","2024-09-15T04:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,508.24617,1.1170,457.421553,"Google",819.746016,1.8016,"Standard","USD",455.01,"Invocations","Google","Google","us-central1","Iowa",NULL,NULL,NULL,"Compute","Cloud Functions","RB0ZE44E7IQ88C88","Cloud Functions Invocations",NULL,"AZ39JGRF2R07GOUL.ZYQ818PZ","proj-helios-dev","helios-dev","BillingAccount","{""application"": ""BrightLensMatrix"", ""team"": ""payments"", ""business_unit"": ""OsloData""}",NULL,"One-Time",NULL,"Serverless Compute",1.1170,457.421553,1.8016
270.2093498,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Autonomous Database Database in Australia East (Sydney)","2024-09-25T05:00:00Z","2024-09-25T04:00:00Z","Spend","cd-230145","commit-0145",NULL,"Used","Committed Use Discount",NULL,163.6700000000,"Hours",293.705815,1.7945,270.2093498,"Oracle",481.484406,2.9418,"Standard","USD",163.67,"Hours","Oracle","Oracle","ap-sydney-1","Australia East (Sydney)","ocid1.instance.oc1.ap-sydney-1.0056a4f61dce",NULL,"Database","Databases","Oracle Autonomous Database","YCWHE4F1DO89ZN0U","Oracle Autonomous Database Hours",NULL,"P0IG6QUXDY5ADBTI.T7QLDSYY","ocid1.compartment.oc1..dev","development","Tenancy",NULL,NULL,"Usage-Based",NULL,"Relational Databases",1.7945,270.2093498,2.9418
4.61471256,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Cloud Load Balancing Forwarding Rule in Northern Virginia","2024-09-22T06:00:00Z","2024-09-22T05:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,131.0700000000,"Hours",6.409323,0.0489,4.61471256,"Google",9.423933,0.0719,"Dynamic","USD",131.07,"Hours","Google","Google","us-east4","Northern Virginia","//compute.googleapis.com/projects/Helios Labs/zones/us-east4-a/instances/inst-2597",NULL,"Forwarding Rule","Networking","Cloud Load Balancing","OM6B1IPXQZYIL0VS","Cloud Load Balancing Hours",NULL,"DGZVWODA1KLHLJSL.2144TZIU","proj-helios-dev","helios-dev","BillingAccount","{""business_unit"": ""ViennaAI"", ""cost_center"": ""CC-3090""}","europe-west1-b","Usage-Based",NULL,"Application Networking",0.0489,4.61471256,0.0719
129.01821552,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Amazon Simple Queue Service Queue in US East (N. Virginia)","2024-09-04T09:00:00Z","2024-09-04T08:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,46.1600000000,"Requests",138.72926399999997,3.0054,129.01821552,"AWS",210.194176,4.5536,"Standard","USD",46.16,"Requests","AWS","AWS","us-east-1","US East (N. Virginia)","arn:aws:ec2:us-east-1:123456789012:instance/i-007d43d9d9dc",NULL,"Queue","Integration","Amazon Simple Queue Service","459IMFLW2AR2I0QK","Amazon Simple Queue Service Requests",NULL,"1EJHKDN7QO4VO1WY.8D39WKXQ","517389287820","Atlas Nimbus","BillingAccount","{""team"": ""platform"", ""application"": ""BrightLensMatrix"", ""cost_center"": ""CC-2042""}",NULL,"Usage-Based",NULL,"Messaging",3.0054,129.01821552,4.5536
856.0116612,"8a93b2c1-1234-4abc-9def-0123456789ab","Contoso Cloud","BillingProfile","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Azure SQL Database SQL Database in West Europe","2024-09-29T16:00:00Z","2024-09-29T15:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,251.7400000000,"Hours",951.1240680000001,3.7782,856.0116612,"Microsoft",1105.969342,4.3933,"Standard","USD",251.74,"Hours","Microsoft","Microsoft","westeurope","West Europe","/subscriptions/8a93b2c1-1234-4abc-9def-0123456789ab/resourceGroups/rg-210/providers/Microsoft.Compute/virtualMachines/vm-9663",NULL,"SQL Database","Databases","Azure SQL Database","TXS3VJMEHIMJ2S85","Azure SQL Database Hours",NULL,"F22ZNPSK5KBM98YK.E4WA8DEY","sub-9a1f","Production","BillingProfile",NULL,NULL,"Usage-Based",NULL,"Relational Databases",3.7782,856.0116612,4.3933
1735.8988852,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Amazon Relational Database Service Database Instance in Europe (Ireland)","2024-09-28T03:00:00Z","2024-09-28T02:00:00Z","Spend","cd-970049","commit-0049",NULL,"Used","Savings Plan",NULL,497.1700000000,"Hours",2116.94986,4.2580,1735.8988852,"AWS",2433.299131,4.8943,"Committed","USD",497.17,"Hours","AWS","AWS","eu-west-1","Europe (Ireland)","arn:aws:ec2:eu-west-1:123456789012:instance/i-0028cc3a6e48",NULL,"Database Instance","Databases","Amazon Relational Database Service","Z246S6E1WLRQQXQQ","Amazon Relational Database Service Hours",NULL,"1D8N8XE4N29GAUPH.J8366Q8Y","663626350770","Zenith Apollo","BillingAccount","{""business_unit"": ""ViennaAI""}","us-east-1a","Usage-Based",NULL,"Relational Databases",4.2580,1735.8988852,4.8943
357.31822464,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Load Balancer Load Balancer in Australia East (Sydney)","2024-09-30T12:00:00Z","2024-09-30T11:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,240.6300000000,"Hours",558.309726,2.3202,357.31822464,"Oracle",845.910702,3.5154,"Standard","USD",240.63,"Hours","Oracle","Oracle","ap-sydney-1","Australia East (Sydney)","ocid1.instance.oc1.ap-sydney-1.00b14501e31d",NULL,"Load Balancer","Networking","Oracle Load Balancer","8YQLRIN9O2K7PPGJ","Oracle Load Balancer Hours",NULL,"H95BZKNL76D9NKJH.CHALOLAB","ocid1.compartment.oc1..prod","production","Tenancy","{""team"": ""platform"", ""environment"": ""prod""}",NULL,"Usage-Based",NULL,"Application Networking",2.3202,357.31822464,3.5154
791.51954992,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Functions Function in UK South (London)","2024-09-05T22:00:00Z","2024-09-05T21:00:00Z","Usage","cd-809608","commit-9608",NULL,"Unused","Committed Use Discount",NULL,NULL,NULL,815.9995359999999,1.9399,791.51954992,"Oracle",1255.358016,2.9844,"Committed","USD",420.64,"Invocations","Oracle","Oracle","uk-london-1","UK South (London)","ocid1.instance.oc1.uk-london-1.006319d43443",NULL,"Function","Compute","Oracle Functions","MXYFSDP9SUPF6D4R","Oracle Functions Invocations",NULL,"09IMUT0UGCAMB3ZL.AXRVY2EV","ocid1.compartment.oc1..dev","development","Tenancy",NULL,NULL,"Usage-Based",NULL,"Serverless Compute",1.9399,791.51954992,2.9844
9.58703256,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Amazon Simple Queue Service Queue in Asia Pacific (Sydney)","2024-09-17T16:00:00Z","2024-09-17T15:00:00Z","Spend","cd-194682","commit-4682",NULL,"Used","Savings Plan",NULL,6.5300000000,"Requests",13.315323,2.0391,9.58703256,"AWS",21.134998000000003,3.2366,"Standard","USD",6.53,"Requests","AWS","AWS","ap-southeast-2","Asia Pacific (Sydney)","arn:aws:ec2:ap-southeast-2:123456789012:instance/i-00754c50db17",NULL,"Queue","Integration","Amazon Simple Queue Service","9M109MS9JY8ZKY3A","Amazon Simple Queue Service Requests",NULL,"7O81997H475EXBX1.LX3E3YBP","663626350770","Zenith Apollo","BillingAccount","{""business_unit"": ""OsloData"", ""application"": ""NimbusAPI"", ""team"": ""platform""}",NULL,"Usage-Based",NULL,"Messaging",2.0391,9.58703256,3.2366
959.48596992,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Adjustment",NULL,"Amazon Elastic Compute Cloud Virtual Machine in US West (Oregon)","2024-09-30T23:00:00Z","2024-09-30T22:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1031.705344,2.4296,959.48596992,"AWS",1339.8665919999999,3.1553,"Dynamic","USD",424.64,"Hours","AWS","AWS","us-west-2","US West (Oregon)",NULL,NULL,NULL,"Compute","Amazon Elastic Compute Cloud","F9AXIE3XV6UH353S","Amazon Elastic Compute Cloud Hours",NULL,"FI5SYLEG89JRFZI1.RLKJ4V6E","438839167390","Zenith Eclipse","BillingAccount",NULL,NULL,"One-Time",NULL,"Virtual Machines",2.4296,959.48596992,3.1553
495.97990614,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"AWS Lambda Function in Europe (Ireland)","2024-09-16T16:00:00Z","2024-09-16T15:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,411.6600000000,"Requests",627.822666,1.5251,495.97990614,"AWS",713.4479460000001,1.7331,"Standard","USD",411.66,"Requests","AWS","AWS","eu-west-1","Europe (Ireland)","arn:aws:ec2:eu-west-1:123456789012:instance/i-00aafe4d8f93",NULL,"Function","Compute","AWS Lambda","BDEZOV0RD3KNIR4L","AWS Lambda Requests",NULL,"6K9URADF577LKQ2P.FI0EY8XA","663626350770","Zenith Apollo","BillingAccount","{""environment"": ""dev"", ""application"": ""AtlasPortal"", ""owner"": ""a.turing""}",NULL,"Usage-Based",NULL,"Serverless Compute",1.5251,495.97990614,1.7331
67.30695888,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Tax",NULL,"Tax charge in Europe (Ireland)","2024-09-28T09:00:00Z","2024-09-28T08:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18.5929780000,NULL,67.30695888,"AWS",8.0870830000,NULL,NULL,"USD",NULL,NULL,"AWS","AWS",NULL,NULL,NULL,NULL,NULL,"Other","Tax",NULL,NULL,NULL,NULL,"663626350770","Zenith Apollo","BillingAccount","{""owner"": ""a.lovelace""}",NULL,"One-Time",NULL,"Other (Security)",NULL,67.30695888,NULL
12.24279441,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"AWS Lambda Function in Europe (Ireland)","2024-09-19T20:00:00Z","2024-09-19T19:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,99.8100000000,"Requests",15.899733,0.1593,12.24279441,"AWS",16.388802000000002,0.1642,"Standard","USD",99.81,"Requests","AWS","AWS","eu-west-1","Europe (Ireland)","arn:aws:ec2:eu-west-1:123456789012:instance/i-00bf4562c992",NULL,"Function","Compute","AWS Lambda","F6T9USOJ7309N0WI","AWS Lambda Requests",NULL,"QR4H0F6J4MT8FNEC.QVCJW9ZO","517389287820","Atlas Nimbus","BillingAccount",NULL,NULL,"Usage-Based",NULL,"Serverless Compute",0.1593,12.24279441,0.1642
987.15018605,"8a93b2c1-1234-4abc-9def-0123456789ab","Contoso Cloud","BillingProfile","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Credit",NULL,"Virtual Machines Virtual Machine in UK South","2024-09-10T03:00:00Z","2024-09-10T02:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1039.1054589999999,3.9659,987.15018605,"Microsoft",1154.5732659999999,4.4066,"Standard","USD",262.01,"Hours","Microsoft","Microsoft","uksouth","UK South",NULL,NULL,NULL,"Compute","Virtual Machines","12M9OQT86M9TLUOY","Virtual Machines Hours",NULL,"TZI8DVVD22RDZX2V.WFXZKNLA","sub-2b7c","Staging","BillingProfile","{""business_unit"": ""LisbonOps"", ""cost_center"": ""CC-1001""}",NULL,"One-Time",NULL,"Virtual Machines",3.9659,987.15018605,4.4066
8.19007872,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Elastic Load Balancing Load Balancer in Europe (Ireland)","2024-09-05T14:00:00Z","2024-09-05T13:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,154.7400000000,"LCU-Hours",12.796998,0.0827,8.19007872,"AWS",21.338646,0.1379,"Other","USD",154.74,"LCU-Hours","AWS","AWS","eu-west-1","Europe (Ireland)","arn:aws:ec2:eu-west-1:123456789012:instance/i-006b6ce6441d",NULL,"Load Balancer","Networking","Elastic Load Balancing","S2YDLKBZXOURFLAF","Elastic Load Balancing LCU-Hours",NULL,"IL2UWDAK0DFUHVNL.WQ2VC2SC","438839167390","Zenith Eclipse","BillingAccount","{""team"": ""infra""}","us-east-1a","Usage-Based",NULL,"Application Networking",0.0827,8.19007872,0.1379
541.61257365,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Amazon Simple Queue Service Queue in US West (Oregon)","2024-09-20T19:00:00Z","2024-09-20T18:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,354.1500000000,"Requests",887.8894649999999,2.5071,541.61257365,"AWS",1044.565425,2.9495,"Standard","USD",354.15,"Requests","AWS","AWS","us-west-2","US West (Oregon)","arn:aws:ec2:us-west-2:123456789012:instance/i-00b6f5ea106b",NULL,"Queue","Integration","Amazon Simple Queue Service","NTANHARWICN1C6SE","Amazon Simple Queue Service Requests",NULL,"E8TGOVL8WWPXVJCX.YECD05AB","517389287820","Atlas Nimbus","BillingAccount","{""application"": ""BrightLensMatrix""}",NULL,"Usage-Based",NULL,"Messaging",2.5071,541.61257365,2.9495
327.239934,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Load Balancer Load Balancer in US East (Ashburn)","2024-09-24T08:00:00Z","2024-09-24T07:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,131.3900000000,"Hours",327.239934,2.4906,327.239934,"Oracle",511.30418499999996,3.8915,"Dynamic","USD",131.39,"Hours","Oracle","Oracle","us-ashburn-1","US East (Ashburn)","ocid1.instance.oc1.us-ashburn-1.006592713d5e",NULL,"Load Balancer","Networking","Oracle Load Balancer","XOBAZ53YKVUANKWA","Oracle Load Balancer Hours",NULL,"E5NYUQIZLSG38QLD.LJOOTVGE","ocid1.compartment.oc1..prod","production","Tenancy","{""owner"": ""g.hopper""}",NULL,"Usage-Based",NULL,"Application Networking",2.4906,327.239934,3.8915
8.405856,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Purchase",NULL,"Elastic Load Balancing Load Balancer in US East (N. Virginia)","2024-09-19T00:00:00Z","2024-09-18T23:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.405856,2.9808,0,"AWS",10.776912,3.8216,"Standard","USD",2.82,"LCU-Hours","AWS","AWS","us-east-1","US East (N. Virginia)","arn:aws:ec2:us-east-1:123456789012:instance/i-0088acf72a41",NULL,"Load Balancer","Networking","Elastic Load Balancing","OIASV3V982ULFK1T","Elastic Load Balancing LCU-Hours",NULL,"KZCOP0LAJ3XW7LEQ.33BIA2HF","663626350770","Zenith Apollo","BillingAccount","{""application"": ""BrightLensMatrix""}",NULL,"Recurring",NULL,"Application Networking",2.9808,0,3.8216
93.631428,"8a93b2c1-1234-4abc-9def-0123456789ab","Contoso Cloud","BillingProfile","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Azure Blob Storage Storage Account in East US","2024-09-09T02:00:00Z","2024-09-09T01:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,49.5000000000,"GB",139.7484,2.8232,93.631428,"Microsoft",196.82685,3.9763,"Standard","USD",49.50,"GB","Microsoft","Microsoft","eastus","East US","/subscriptions/8a93b2c1-1234-4abc-9def-0123456789ab/resourceGroups/rg-148/providers/Microsoft.Compute/virtualMachines/vm-5154",NULL,"Storage Account","Storage","Azure Blob Storage","XG1GH61N8XV99FU3","Azure Blob Storage GB",NULL,"4KGY97CDVP48NE9Y.J64L6RVT","sub-9a1f","Production","BillingProfile","{""cost_center"": ""CC-3090""}",NULL,"Usage-Based",NULL,"Object Storage",2.8232,93.631428,3.9763
569.111244,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage","Correction","Elastic Load Balancing Load Balancer in US West (Oregon)","2024-09-21T09:00:00Z","2024-09-21T08:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,275.6000000000,"LCU-Hours",669.54264,2.4294,569.111244,"AWS",847.5251200000001,3.0752,"Standard","USD",275.60,"LCU-Hours","AWS","AWS","us-west-2","US West (Oregon)","arn:aws:ec2:us-west-2:123456789012:instance/i-004df01a1637",NULL,"Load Balancer","Networking","Elastic Load Balancing","I7HE0XMAIAICNDRJ","Elastic Load Balancing LCU-Hours",NULL,"OII25WIGPXMCI6F0.VD0QZMAD","517389287820","Atlas Nimbus","BillingAccount","{""environment"": ""prod"", ""application"": ""AtlasPortal"", ""business_unit"": ""OsloData""}","eu-west-1c","Usage-Based",NULL,"Application Networking",2.4294,569.111244,3.0752
205.67824164,"8a93b2c1-1234-4abc-9def-0123456789ab","Contoso Cloud","BillingProfile","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Azure Kubernetes Service Cluster in UK South","2024-09-16T05:00:00Z","2024-09-16T04:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,305.5600000000,"Hours",236.411772,0.7737,205.67824164,"Microsoft",342.62442799999997,1.1213,"Standard","USD",305.56,"Hours","Microsoft","Microsoft","uksouth","UK South","/subscriptions/8a93b2c1-1234-4abc-9def-0123456789ab/resourceGroups/rg-865/providers/Microsoft.Compute/virtualMachines/vm-1149",NULL,"Cluster","Compute","Azure Kubernetes Service","CK7NHBQP8REYZKJF","Azure Kubernetes Service Hours",NULL,"MH05A6DXZ9X0Z3CY.OZJF6ZXX","sub-2b7c","Staging","BillingProfile","{""team"": ""platform""}","westeurope-2","Usage-Based",NULL,"Containers",0.7737,205.67824164,1.1213
169.13664,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Purchase",NULL,"Cloud Functions Function in Singapore","2024-09-13T20:00:00Z","2024-09-13T19:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,169.13664,0.8640,0,"Google",192.197168,0.9818,"Dynamic","USD",195.76,"Invocations","Google","Google","asia-southeast1","Singapore","//compute.googleapis.com/projects/Helios Labs/zones/asia-southeast1-a/instances/inst-5826",NULL,"Function","Compute","Cloud Functions","KYI1HFSJQN0IV9UR","Cloud Functions Invocations",NULL,"JG66C85G0JPTFYQO.M9VPIS3L","proj-helios-dev","helios-dev","BillingAccount","{""application"": ""NimbusAPI"", ""business_unit"": ""MarseilleSRE""}",NULL,"Recurring",NULL,"Serverless Compute",0.8640,0,0.9818
439.49108952,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Amazon Relational Database Service Database Instance in US West (Oregon)","2024-09-11T12:00:00Z","2024-09-11T11:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,404.4600000000,"Hours",472.57106400000004,1.1684,439.49108952,"AWS",487.17206999999996,1.2045,"Standard","USD",404.46,"Hours","AWS","AWS","us-west-2","US West (Oregon)","arn:aws:ec2:us-west-2:123456789012:instance/i-00d20fb9a3af",NULL,"Database Instance","Databases","Amazon Relational Database Service","YR5V3ZRVMXP1X4RZ","Amazon Relational Database Service Hours",NULL,"Y6YE1NRIFLVSXB8A.VT6FVLZJ","517389287820","Atlas Nimbus","BillingAccount","{""application"": ""AtlasPortal"", ""business_unit"": ""OsloData""}",NULL,"Usage-Based",NULL,"Relational Databases",1.1684,439.49108952,1.2045
